n°,titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
130,Leitat 1,"Création d'un respirateur portatif pour les urgentistes (uniquement). Efficacité validé par les acteurs du médical membre du consortium


In response to the rapid expansion of the #COVID19 virus that has generated a shortage of medical equipment  especially respirators that are essential to save patients’ lives in this emergency  Spanish led by Leitat has designed a field respirator made in 3D that allows this health system to be made available essential element. It’s part of a global open source.

Thanks to 3D technology and existing capabilities in the alliance of LEITAT Technological Center Tecnio  Consorci de la Zona Franca (CZFB)  HP  together with CatSalut  through the Consorci Sanitari de Terrassa (CST) and the Hospital Parc Taulí de Sabadell  presents first medically validated  industrialized 3D printed ventilator. It was designed and in prototyping  the functionality of this first model of the largely #3Dprinted ventilator has been developed and tested. This device also has the virtue of being industrially scalable  so that the production capacity of between 50 & 100 units per day can be reached by next week.

For production  Airbus and Navantia  S.A.  S.M.E  have also joined the alliance  which will rely on the production capacity of both users and maker communities  with the aim of increasing production within just a few days.",SANTE,,DIY,GEL,ENTREPRISE,Entreprise+Institutions,"https://www.3dprintingmedia.network/leitat-presents-first-medically-validated-industrialized-3d-printed-ventilator/

https://www.3dnatives.com/un-appareil-respiratoire-imprime-en-3d-230320203/",,,,,,,,,,Italie  Espagne,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,respirateurs d'urgence,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
131,Protecthoms ,fabrication de 50 000 masques en tissu  principalement destinés au secteur de l’agroalimentaire,HELP,,NR,,ENTREPRISE,Entreprise,https://www.lejournaldesentreprises.com/maine-et-loire-sarthe/article/coronavirus-le-mayennais-protecthoms-va-fabriquer-50-000-masques-en-tissu-489104,,,,,,,,,Merville,France,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
132,OMS,"l'OMS a ouvert un numéro sur la messagerie WhatsApp pour garantir une « information fiable » sur la pandémie. Il suffit d'envoyer « hi » au +41 798 931 892.
Ce chatbot est d'abord disponible uniquement en anglais  mais sera disponible très bientôt en Arabe  Chinois  Russe  Espagnol  et en Français.

Site Officiel de l'oms (who en anglais) : https://www.who.int/news-room/feature-stories/detail/who-health-alert-brings-covid-19-facts-to-billions-via-whatsapp",HELP,,NR,,NR,Institution,https://www.presse-citron.net/whatsapp-sassocie-a-loms-pour-eradiquer-les-fake-news-concernant-le-covid-19/,,,,,,,,,,International,https://raw.githubusercontent.com/co-demos/cis-data/master/illustrations/textures/medium_fiche_14.png?raw=true,outil digital d'information,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
133,Bison Futé,Aires de repos  aires de services  centres de contrôle technique pour les véhicules lourds : retrouvez sur le site de Bison Futé le recensement de tous les services ouverts,SANTE,,DIY,GEL,ENTREPRISE,Institution,https://www.bison-fute.gouv.fr/tout-savoir-sur-l-ouverture-des.html,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,outil digital d'information,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
134,Eurenco,Production de gel hydroalcoolique,SANTE,,DIY,PROTECTION,NR,Entreprise,https://forcesoperations.com/covid-19-la-bitd-francaise-se-mobilise/,,,,,,,,,Sorgues,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
135,Eurenco,Dons de masques FFP1 e FFP2,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://forcesoperations.com/covid-19-la-bitd-francaise-se-mobilise/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
136,groupe Bouygues,Don de 1M de masques aux hopitaux,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://www.linkedin.com/feed/update/urn:li:activity:6647107848356585472/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
137,LVMH,Don de 10M de masques aux hopitaux,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://www.businessoffashion.com/articles/news-analysis/lvmh-to-supply-france-with-40-million-surgical-masks-to-tackle-shortage,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
138,Shiseido,Production de gel hydroalcoolique,SANTE,,DIY,LUNETTES,ENTREPRISE,Entreprise,https://www.larep.fr/orleans-45000/actualites/apres-dior-tereos-et-shiseido-d-autres-se-mobilisent-pour-produire-et-acheminer-du-gel-hydroalcoolique-dans-le-loiret_13767782/,,,,,,,,,Ormes,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
139,Orléans Transports,Livraison de gel,SANTE,,DIY,LUNETTES,ENTREPRISE,Entreprise,https://www.larep.fr/orleans-45000/actualites/apres-dior-tereos-et-shiseido-d-autres-se-mobilisent-pour-produire-et-acheminer-du-gel-hydroalcoolique-dans-le-loiret_13767782/,,,,,,,,,Orléans,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,services,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
140,Cosmetic Valley,"L'association Cosmetic Valley est missionnée pour coordonner les actions de production  conditionnement et distribution des produits.

Une plateforme nationale vient d'être mise en place avec les agences régionales de santé et la fédération hospitalière pour mettre en relation les entreprises de la cosmétique avec les établissements médicaux (hôpitaux  Ehpad  pharmacies) ayant des besoins urgents. ",SANTE,,DIY,LUNETTES,ASSO,Institution,https://www.larep.fr/orleans-45000/actualites/apres-dior-tereos-et-shiseido-d-autres-se-mobilisent-pour-produire-et-acheminer-du-gel-hydroalcoolique-dans-le-loiret_13767782/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,services,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
141,Ocean Fresh Water Ships,"J'ai proposé la mobilisation de notre navire pour faire de la solution hydro alcoolique à bord de l'Odeep One .
Nous avons à bord 3 millions de bouteilles de 600ml et une usine d'embouteillage de 24 000 bouteilles à l'heure.
L'Etat a répondu favorablement à notre proposition en attente d'un financement par BPI ou d'un financement privé.",SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,https://www.linkedin.com/feed/update/urn:li:activity:6647108434141544448/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
142,Hôpital Necker-Enfants Malades et BONE 3D ,à Hôpital Necker-Enfants Malades avec BONE 3D avons mis au point deux objets simples imprimés en 3D pour limiter la contagion liée à l’échange de stylos et au contact avec les boutons des ascenseurs et des interrupteurs. Ces objets sont lavables à l’eau et au savon. Nous travaillons à diffuser ces objets dans toute l’AP-HP  Assistance Publique - Hôpitaux de Paris !,SANTE,,DIY,GEL,ENTREPRISE,Entreprise+Institutions,https://www.linkedin.com/feed/update/urn:li:activity:6647128866005614592/,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Protection,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
143,Sicos  groupe L'Oréal,Production de gel hydroalcoolique,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://www.lavoixdunord.fr/729673/article/2020-03-22/caudry-l-usine-sicos-produit-du-gel-hydroalcoolique-20-000-flacons-offerts-aux,,,,,,,,,Caudry,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
144,Chartreuse Diffusion,"Coronavirus : Chartreuse Diffusion va mettre 10000 litres d'alcool à disposition du CHU Grenoble Alpes
Chartreuse Diffusion va mettre à disposition du CHU de Grenoble  qui lui en a fait la demande  10 000 litres d'alcool pur à 96%  habituellement utilisé pour la fabrication des liqueurs.",SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,https://www.ledauphine.com/sante/2020/03/20/isere-sante-economie-coronavirus-chartreuse-diffusion-va-mettre-10000-litres-d-alcool-a-disposition-du-chu-grenoble-alpes,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,alcool,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
145,Chartreuse Diffusion,l'entreprise produit de la solution hydroalcoolique (et non du gel). D'abord pour ses équipes puis pour les communes de Voiron et de Grenoble  notamment  dont les services en ont besoin.,SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,https://www.ledauphine.com/sante/2020/03/20/isere-sante-economie-coronavirus-chartreuse-diffusion-va-mettre-10000-litres-d-alcool-a-disposition-du-chu-grenoble-alpes,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,solution hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
146,BLACKBELT 3D,CAO: https://www.linkedin.com/pulse/3d-printed-covid-19-face-shield-mask-manual-makers-sch%25C3%25BCrmann/?trackingId=trackingId389,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://www.linkedin.com/pulse/3d-printed-covid-19-face-shield-mask-manual-makers-sch%25C3%25BCrmann/?trackingId=trackingId389,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,lunettes de protection,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
147,TH Industries,"@thindustries commence à produire ses premières visières  le rythme va s'intensifier car j'ai déjà une demande pour une 100aine de visières qui est tombée uniquement ce jour.
Produire les visières c'est facile chez nous  cela ne prend pas longtemps  j'ai de la matière en stock  bref c'est notre job.

En revanche  en ce moment  trouver des feuilles transparentes ainsi que des élastiques ce n'est pas simple.
Donc papeteries et magasins de couture sur Angers  si vous m'entendez ( plutôt lisez :-) ) accepteriez vous de me fournir ces feuilles et ces élastiques ? ( je suis disponible par MP et prêts à venir à une heure convenue ensemble dans le respects du protocole d'hygiène bien entendu).

J'ai passé commande sur le site @officedepot et sur un site de couture tout à l'heure mais je ne sais pas quand je vais être livrer.
Je fabrique ces visières gratuitement pour les organismes de soins ( mes demandes viennent d'un EHPAD et d'une société de soins à domicile). Je ne tire aucuns bénéfices de cette opération   je le fais uniquement pour le bien de tous.
Donc si vous ou votre réseau ou entourage connaissez quelqu'un d'une papéterie ou mercerie pourriez vous lui transmettre ma demande?",SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://www.linkedin.com/feed/update/urn:li:activity:6647908361973051392/?commentUrn=urn%3Ali%3Acomment%3A(activity%3A6647908361973051392%2C6647980937323786241),,,,,,,,,Angers,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,lunettes de protection,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
148,association A vos soins,"Production de visières pour des infirmières à domicile
Besoin de feuilles transparentes et des élastiques",SANTE,,DIY,PROTECTION,ENTREPRISE,Association,https://www.linkedin.com/feed/update/urn:li:activity:6647908361973051392/?commentUrn=urn%3Ali%3Acomment%3A(activity%3A6647908361973051392%2C6647980937323786241),,,,,,,,,Saint Nazaire,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,lunettes de protection,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
149,Safran,Dons de 60000 masques FFP2 aux hopitaux,SANTE,,DIY,MASQUE,ENTREPRISE,Entreprise,https://twitter.com/SAFRAN/status/1241836405715853318,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
150,Laboratoires Juva Santé,Production de gel hydroalcoolique,SANTE,,DIY,NR,NR,Entreprise,https://www.tracesecritesnews.fr/actualite/en-moins-de-trois-mois-laboratoires-juva-sante-en-moselle-a-produit-l-equivalent-d-une-annee-de-gel-hydro-alcoolique-165152#.XnnDVeAEvjM.twitter,,,,,,,,,Behren-lès-Forbach,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
151,Danone,Production de gel hydroalcoolique,NUMERIQUE,,APP,,NR,Entreprise,https://www.lesechos.fr/industrie-services/services-conseils/coronavirus-les-entreprises-multiplient-les-initiatives-1188037#xtor=CS1-3046,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,Gel Hydroalcoolique,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
152,ateliers Gauthier,Production de 400 masques en tissu par jour,SANTE,,DIY,GEL,ENTREPRISE,Entreprise,https://france3-regions.francetvinfo.fr/bourgogne-franche-comte/saone-et-loire/coronavirus-covid-19-masque-gel-entreprises-bourgogne-adaptent-leur-production-1803754.html?fbclid=IwAR0HYdZkcGPL8vjWTBS-R5XQvoMcG9laZONg0BOGoRNW5VwLl9y-xKo3TOs,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
153,Gerbe,Production de masques en tissu. Standby car besoin de tissus adapté,NUMERIQUE,,APP,CARTO,NR,Entreprise,https://france3-regions.francetvinfo.fr/bourgogne-franche-comte/saone-et-loire/coronavirus-covid-19-masque-gel-entreprises-bourgogne-adaptent-leur-production-1803754.html?fbclid=IwAR0HYdZkcGPL8vjWTBS-R5XQvoMcG9laZONg0BOGoRNW5VwLl9y-xKo3TOs,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
154,cassis Boudier,Don d'alcool,NUMERIQUE,,APP,NR,NR,Entreprise,https://france3-regions.francetvinfo.fr/bourgogne-franche-comte/saone-et-loire/coronavirus-covid-19-masque-gel-entreprises-bourgogne-adaptent-leur-production-1803754.html?fbclid=IwAR0HYdZkcGPL8vjWTBS-R5XQvoMcG9laZONg0BOGoRNW5VwLl9y-xKo3TOs,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,alcool,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
155,Lejay Lagoute,Don de 7500 litres d'alcool à 96% à l'hôpital de Dijon,SANTE,,DIY,RESPIRATEUR,NR,Entreprise,https://france3-regions.francetvinfo.fr/bourgogne-franche-comte/saone-et-loire/coronavirus-covid-19-masque-gel-entreprises-bourgogne-adaptent-leur-production-1803754.html?fbclid=IwAR0HYdZkcGPL8vjWTBS-R5XQvoMcG9laZONg0BOGoRNW5VwLl9y-xKo3TOs,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,alcool,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
156,HMI,Fabrication de vitres de protection pour les caisses de supermarché et de commerces ,SANTE,,DIY,AUTRE,ENTREPRISE,Entreprise,https://france3-regions.francetvinfo.fr/bourgogne-franche-comte/saone-et-loire/coronavirus-covid-19-masque-gel-entreprises-bourgogne-adaptent-leur-production-1803754.html?fbclid=IwAR0HYdZkcGPL8vjWTBS-R5XQvoMcG9laZONg0BOGoRNW5VwLl9y-xKo3TOs,,,,,,,,,Monéteau,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,Protection,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
157,STELIA Composites,Dons de 3800 masques aux hopitaux d'Aquitaine,SANTE,,DIY,MASQUE,NR,Entreprise,https://www.linkedin.com/posts/stelia-aerospace_face-%C3%A0-la-pand%C3%A9mie-de-covid-19-la-solidarit%C3%A9-activity-6647860482625671169-kgJ-,,,,,,,,,,France,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_DIY_2.png?raw=true,masques,https://docs.google.com/spreadsheets/d/1C9DT-A5FBN_xEgD1Q9uAU51orJM8XPdKb3xXVTu5qQQ/edit?usp=sharing,,,,NR,,NON,04/02/2020
